county,precinct,office,district,party,candidate,votes,vtd
PRATT,Pratt Ward 1,Attorney General,,Democratic,"Swain, Sarah G.",107,00001A
PRATT,Pratt Ward 1,Attorney General,,Republican,"Schmidt, Derek",289,00001A
PRATT,Pratt Ward 2,Attorney General,,Democratic,"Swain, Sarah G.",69,00002A
PRATT,Pratt Ward 2,Attorney General,,Republican,"Schmidt, Derek",175,00002A
PRATT,Pratt Ward 2 Exclave Airport,Attorney General,,Democratic,"Swain, Sarah G.",0,00002B
PRATT,Pratt Ward 2 Exclave Airport,Attorney General,,Republican,"Schmidt, Derek",0,00002B
PRATT,Pratt Ward 3,Attorney General,,Democratic,"Swain, Sarah G.",163,000030
PRATT,Pratt Ward 3,Attorney General,,Republican,"Schmidt, Derek",425,000030
PRATT,Pratt Ward 4,Attorney General,,Democratic,"Swain, Sarah G.",139,00004A
PRATT,Pratt Ward 4,Attorney General,,Republican,"Schmidt, Derek",297,00004A
PRATT,Pratt Ward 4 Exclave Sewer Plant,Attorney General,,Democratic,"Swain, Sarah G.",0,00004B
PRATT,Pratt Ward 4 Exclave Sewer Plant,Attorney General,,Republican,"Schmidt, Derek",0,00004B
PRATT,Pratt Ward 4 Exclave Withers,Attorney General,,Democratic,"Swain, Sarah G.",0,00004C
PRATT,Pratt Ward 4 Exclave Withers,Attorney General,,Republican,"Schmidt, Derek",0,00004C
PRATT,Pratt Ward 5,Attorney General,,Democratic,"Swain, Sarah G.",96,00005A
PRATT,Pratt Ward 5,Attorney General,,Republican,"Schmidt, Derek",310,00005A
PRATT,Pratt Ward Exclave Pratt College,Attorney General,,Democratic,"Swain, Sarah G.",0,00005B
PRATT,Pratt Ward Exclave Pratt College,Attorney General,,Republican,"Schmidt, Derek",0,00005B
PRATT,Township 6,Attorney General,,Democratic,"Swain, Sarah G.",44,000060
PRATT,Township 6,Attorney General,,Republican,"Schmidt, Derek",168,000060
PRATT,Township 7,Attorney General,,Democratic,"Swain, Sarah G.",32,000070
PRATT,Township 7,Attorney General,,Republican,"Schmidt, Derek",81,000070
PRATT,Township 8,Attorney General,,Democratic,"Swain, Sarah G.",3,000080
PRATT,Township 8,Attorney General,,Republican,"Schmidt, Derek",52,000080
PRATT,Township 9,Attorney General,,Democratic,"Swain, Sarah G.",24,000090
PRATT,Township 9,Attorney General,,Republican,"Schmidt, Derek",85,000090
PRATT,Township 10,Attorney General,,Democratic,"Swain, Sarah G.",4,000100
PRATT,Township 10,Attorney General,,Republican,"Schmidt, Derek",40,000100
PRATT,Township 11,Attorney General,,Democratic,"Swain, Sarah G.",20,000110
PRATT,Township 11,Attorney General,,Republican,"Schmidt, Derek",87,000110
PRATT,Township 12,Attorney General,,Democratic,"Swain, Sarah G.",90,00012A
PRATT,Township 12,Attorney General,,Republican,"Schmidt, Derek",376,00012A
PRATT,Township 12 Enclave,Attorney General,,Democratic,"Swain, Sarah G.",0,00012B
PRATT,Township 12 Enclave,Attorney General,,Republican,"Schmidt, Derek",0,00012B
PRATT,Pratt Ward 1,Governor,,independent,"Kloos, Rick",1,00001A
PRATT,Pratt Ward 1,Governor,,independent,"Orman, Greg",40,00001A
PRATT,Pratt Ward 1,Governor,,Democratic,"Kelly, Laura",162,00001A
PRATT,Pratt Ward 1,Governor,,Libertarian,"Caldwell, Jeff",14,00001A
PRATT,Pratt Ward 1,Governor,,Republican,"Kobach, Kris",188,00001A
PRATT,Pratt Ward 2,Governor,,independent,"Kloos, Rick",0,00002A
PRATT,Pratt Ward 2,Governor,,independent,"Orman, Greg",23,00002A
PRATT,Pratt Ward 2,Governor,,Democratic,"Kelly, Laura",101,00002A
PRATT,Pratt Ward 2,Governor,,Libertarian,"Caldwell, Jeff",6,00002A
PRATT,Pratt Ward 2,Governor,,Republican,"Kobach, Kris",118,00002A
PRATT,Pratt Ward 2 Exclave Airport,Governor,,independent,"Kloos, Rick",0,00002B
PRATT,Pratt Ward 2 Exclave Airport,Governor,,independent,"Orman, Greg",0,00002B
PRATT,Pratt Ward 2 Exclave Airport,Governor,,Democratic,"Kelly, Laura",0,00002B
PRATT,Pratt Ward 2 Exclave Airport,Governor,,Libertarian,"Caldwell, Jeff",0,00002B
