county,precinct,office,district,party,candidate,votes,vtd
CRAWFORD,Lincoln - Arcadia,Attorney General,,Democratic,"Swain, Sarah G.",18,000A41
CRAWFORD,Lincoln - Arcadia,Attorney General,,Republican,"Schmidt, Derek",22,000A41
CRAWFORD,Osage - McCune,Attorney General,,Democratic,"Swain, Sarah G.",35,000A51
CRAWFORD,Osage - McCune,Attorney General,,Republican,"Schmidt, Derek",148,000A51
CRAWFORD,Cherokee - Sheridan,Attorney General,,Democratic,"Swain, Sarah G.",38,000A62
CRAWFORD,Cherokee - Sheridan,Attorney General,,Republican,"Schmidt, Derek",91,000A62
CRAWFORD,Walnut - Helper,Attorney General,,Democratic,"Swain, Sarah G.",5,000A82
CRAWFORD,Walnut - Helper,Attorney General,,Republican,"Schmidt, Derek",18,000A82
CRAWFORD,Walnut Township,Attorney General,,Democratic,"Swain, Sarah G.",7,000A83
CRAWFORD,Walnut Township,Attorney General,,Republican,"Schmidt, Derek",14,000A83
CRAWFORD,Arcadia,Attorney General,,Democratic,"Swain, Sarah G.",50,000010
CRAWFORD,Arcadia,Attorney General,,Republican,"Schmidt, Derek",58,000010
CRAWFORD,Baker,Attorney General,,Democratic,"Swain, Sarah G.",149,000020
CRAWFORD,Baker,Attorney General,,Republican,"Schmidt, Derek",302,000020
CRAWFORD,Beulah,Attorney General,,Democratic,"Swain, Sarah G.",37,000030
CRAWFORD,Beulah,Attorney General,,Republican,"Schmidt, Derek",74,000030
CRAWFORD,Sheridan - Cherokee City,Attorney General,,Democratic,"Swain, Sarah G.",23,000033
CRAWFORD,Sheridan - Cherokee City,Attorney General,,Republican,"Schmidt, Derek",24,000033
CRAWFORD,Brazilton,Attorney General,,Democratic,"Swain, Sarah G.",7,000040
CRAWFORD,Brazilton,Attorney General,,Republican,"Schmidt, Derek",25,000040
CRAWFORD,Capaldo,Attorney General,,Democratic,"Swain, Sarah G.",73,000050
CRAWFORD,Capaldo,Attorney General,,Republican,"Schmidt, Derek",117,000050
CRAWFORD,Cherokee,Attorney General,,Democratic,"Swain, Sarah G.",76,000060
CRAWFORD,Cherokee,Attorney General,,Republican,"Schmidt, Derek",125,000060
CRAWFORD,Chicopee,Attorney General,,Democratic,"Swain, Sarah G.",82,000070
CRAWFORD,Chicopee,Attorney General,,Republican,"Schmidt, Derek",164,000070
CRAWFORD,Crawford,Attorney General,,Democratic,"Swain, Sarah G.",40,000080
CRAWFORD,Crawford,Attorney General,,Republican,"Schmidt, Derek",151,000080
CRAWFORD,Crowe,Attorney General,,Democratic,"Swain, Sarah G.",47,000090
CRAWFORD,Crowe,Attorney General,,Republican,"Schmidt, Derek",61,000090
CRAWFORD,Frontenac Ward 1,Attorney General,,Democratic,"Swain, Sarah G.",207,000110
CRAWFORD,Frontenac Ward 1,Attorney General,,Republican,"Schmidt, Derek",174,000110
CRAWFORD,Frontenac Ward 2,Attorney General,,Democratic,"Swain, Sarah G.",279,00012A
CRAWFORD,Frontenac Ward 2,Attorney General,,Republican,"Schmidt, Derek",264,00012A
CRAWFORD,Frontenac Ward 3,Attorney General,,Democratic,"Swain, Sarah G.",94,00013A
CRAWFORD,Frontenac Ward 3,Attorney General,,Republican,"Schmidt, Derek",115,00013A
CRAWFORD,Frontenac Ward 3 Industrial Park,Attorney General,,Democratic,"Swain, Sarah G.",0,00013B
CRAWFORD,Frontenac Ward 3 Industrial Park,Attorney General,,Republican,"Schmidt, Derek",0,00013B
CRAWFORD,Frontenac Ward 4,Attorney General,,Democratic,"Swain, Sarah G.",96,00014A
CRAWFORD,Frontenac Ward 4,Attorney General,,Republican,"Schmidt, Derek",78,00014A
CRAWFORD,Girard Ward 1,Attorney General,,Democratic,"Swain, Sarah G.",34,000150
CRAWFORD,Girard Ward 1,Attorney General,,Republican,"Schmidt, Derek",71,000150
CRAWFORD,Girard Ward 2,Attorney General,,Democratic,"Swain, Sarah G.",117,00016A
CRAWFORD,Girard Ward 2,Attorney General,,Republican,"Schmidt, Derek",225,00016A
CRAWFORD,Girard Ward 3,Attorney General,,Democratic,"Swain, Sarah G.",84,00017A
CRAWFORD,Girard Ward 3,Attorney General,,Republican,"Schmidt, Derek",95,00017A
CRAWFORD,Girard Ward 3 Exclave Golf Course,Attorney General,,Democratic,"Swain, Sarah G.",0,00017B
CRAWFORD,Girard Ward 3 Exclave Golf Course,Attorney General,,Republican,"Schmidt, Derek",0,00017B
CRAWFORD,Girard Ward 4,Attorney General,,Democratic,"Swain, Sarah G.",86,000180
CRAWFORD,Girard Ward 4,Attorney General,,Republican,"Schmidt, Derek",162,000180
