county,precinct,office,district,party,candidate,votes,vtd
WALLACE,Harrison Township,Attorney General,,Democratic,"Swain, Sarah G.",0,000010
WALLACE,Harrison Township,Attorney General,,Republican,"Schmidt, Derek",28,000010
WALLACE,Sharon Springs Precinct 1,Attorney General,,Democratic,"Swain, Sarah G.",12,000020
WALLACE,Sharon Springs Precinct 1,Attorney General,,Republican,"Schmidt, Derek",136,000020
WALLACE,Sharon Springs Precinct 2,Attorney General,,Democratic,"Swain, Sarah G.",17,000030
WALLACE,Sharon Springs Precinct 2,Attorney General,,Republican,"Schmidt, Derek",253,000030
WALLACE,Wallace Township,Attorney General,,Democratic,"Swain, Sarah G.",1,000040
WALLACE,Wallace Township,Attorney General,,Republican,"Schmidt, Derek",66,000040
WALLACE,Weskan Township,Attorney General,,Democratic,"Swain, Sarah G.",9,000050
WALLACE,Weskan Township,Attorney General,,Republican,"Schmidt, Derek",128,000050
WALLACE,Harrison Township,Governor / Lt. Governor,,independent,"Kloos, Rick",0,000010
WALLACE,Harrison Township,Governor / Lt. Governor,,independent,"Orman, Greg",0,000010
WALLACE,Harrison Township,Governor / Lt. Governor,,Democratic,"Kelly, Laura",1,000010
WALLACE,Harrison Township,Governor / Lt. Governor,,Libertarian,"Caldwell, Jeff",0,000010
WALLACE,Harrison Township,Governor / Lt. Governor,,Republican,"Kobach, Kris",27,000010
WALLACE,Sharon Springs Precinct 1,Governor / Lt. Governor,,independent,"Kloos, Rick",1,000020
WALLACE,Sharon Springs Precinct 1,Governor / Lt. Governor,,independent,"Orman, Greg",12,000020
WALLACE,Sharon Springs Precinct 1,Governor / Lt. Governor,,Democratic,"Kelly, Laura",37,000020
WALLACE,Sharon Springs Precinct 1,Governor / Lt. Governor,,Libertarian,"Caldwell, Jeff",1,000020
WALLACE,Sharon Springs Precinct 1,Governor / Lt. Governor,,Republican,"Kobach, Kris",105,000020
WALLACE,Sharon Springs Precinct 2,Governor / Lt. Governor,,independent,"Kloos, Rick",2,000030
WALLACE,Sharon Springs Precinct 2,Governor / Lt. Governor,,independent,"Orman, Greg",21,000030
WALLACE,Sharon Springs Precinct 2,Governor / Lt. Governor,,Democratic,"Kelly, Laura",42,000030
WALLACE,Sharon Springs Precinct 2,Governor / Lt. Governor,,Libertarian,"Caldwell, Jeff",2,000030
WALLACE,Sharon Springs Precinct 2,Governor / Lt. Governor,,Republican,"Kobach, Kris",205,000030
WALLACE,Wallace Township,Governor / Lt. Governor,,independent,"Kloos, Rick",0,000040
WALLACE,Wallace Township,Governor / Lt. Governor,,independent,"Orman, Greg",5,000040
WALLACE,Wallace Township,Governor / Lt. Governor,,Democratic,"Kelly, Laura",7,000040
WALLACE,Wallace Township,Governor / Lt. Governor,,Libertarian,"Caldwell, Jeff",1,000040
WALLACE,Wallace Township,Governor / Lt. Governor,,Republican,"Kobach, Kris",56,000040
WALLACE,Weskan Township,Governor / Lt. Governor,,independent,"Kloos, Rick",1,000050
WALLACE,Weskan Township,Governor / Lt. Governor,,independent,"Orman, Greg",3,000050
WALLACE,Weskan Township,Governor / Lt. Governor,,Democratic,"Kelly, Laura",19,000050
WALLACE,Weskan Township,Governor / Lt. Governor,,Libertarian,"Caldwell, Jeff",0,000050
WALLACE,Weskan Township,Governor / Lt. Governor,,Republican,"Kobach, Kris",113,000050
WALLACE,Harrison Township,Commissioner of Insurance,,Democratic,"McLaughlin, Nathaniel",0,000010
WALLACE,Harrison Township,Commissioner of Insurance,,Republican,"Schmidt, Vicki",28,000010
WALLACE,Sharon Springs Precinct 1,Commissioner of Insurance,,Democratic,"McLaughlin, Nathaniel",21,000020
WALLACE,Sharon Springs Precinct 1,Commissioner of Insurance,,Republican,"Schmidt, Vicki",128,000020
WALLACE,Sharon Springs Precinct 2,Commissioner of Insurance,,Democratic,"McLaughlin, Nathaniel",53,000030
WALLACE,Sharon Springs Precinct 2,Commissioner of Insurance,,Republican,"Schmidt, Vicki",204,000030
WALLACE,Wallace Township,Commissioner of Insurance,,Democratic,"McLaughlin, Nathaniel",4,000040
WALLACE,Wallace Township,Commissioner of Insurance,,Republican,"Schmidt, Vicki",54,000040
WALLACE,Weskan Township,Commissioner of Insurance,,Democratic,"McLaughlin, Nathaniel",38,000050
WALLACE,Weskan Township,Commissioner of Insurance,,Republican,"Schmidt, Vicki",94,000050
WALLACE,Harrison Township,Secretary of State,,Democratic,"McClendon, Brian ""BAM""",0,000010
WALLACE,Harrison Township,Secretary of State,,Libertarian,"Hodgkinson, Rob",0,000010
WALLACE,Harrison Township,Secretary of State,,Republican,"Schwab, Scott",28,000010
WALLACE,Sharon Springs Precinct 1,Secretary of State,,Democratic,"McClendon, Brian ""BAM""",19,000020
WALLACE,Sharon Springs Precinct 1,Secretary of State,,Libertarian,"Hodgkinson, Rob",6,000020
WALLACE,Sharon Springs Precinct 1,Secretary of State,,Republican,"Schwab, Scott",121,000020
WALLACE,Sharon Springs Precinct 2,Secretary of State,,Democratic,"McClendon, Brian ""BAM""",33,000030
WALLACE,Sharon Springs Precinct 2,Secretary of State,,Libertarian,"Hodgkinson, Rob",2,000030
WALLACE,Sharon Springs Precinct 2,Secretary of State,,Republican,"Schwab, Scott",237,000030
WALLACE,Wallace Township,Secretary of State,,Democratic,"McClendon, Brian ""BAM""",1,000040
WALLACE,Wallace Township,Secretary of State,,Libertarian,"Hodgkinson, Rob",3,000040
WALLACE,Wallace Township,Secretary of State,,Republican,"Schwab, Scott",63,000040
WALLACE,Weskan Township,Secretary of State,,Democratic,"McClendon, Brian ""BAM""",11,000050
WALLACE,Weskan Township,Secretary of State,,Libertarian,"Hodgkinson, Rob",3,000050
WALLACE,Weskan Township,Secretary of State,,Republican,"Schwab, Scott",123,000050
WALLACE,Harrison Township,Kansas House of Representatives,120,Democratic,"Hill, Jerry",0,10
WALLACE,Sharon Springs Precinct 1,Kansas House of Representatives,120,Democratic,"Hill, Jerry",8,20
WALLACE,Sharon Springs Precinct 2,Kansas House of Representatives,120,Democratic,"Hill, Jerry",17,30
WALLACE,Wallace Township,Kansas House of Representatives,120,Democratic,"Hill, Jerry",2,40
WALLACE,Weskan Township,Kansas House of Representatives,120,Democratic,"Hill, Jerry",10,50
WALLACE,Harrison Township,Kansas House of Representatives,120,Republican,"Smith, Adam",26,10
WALLACE,Sharon Springs Precinct 1,Kansas House of Representatives,120,Republican,"Smith, Adam",141,20
WALLACE,Sharon Springs Precinct 2,Kansas House of Representatives,120,Republican,"Smith, Adam",252,30
WALLACE,Wallace Township,Kansas House of Representatives,120,Republican,"Smith, Adam",65,40
WALLACE,Weskan Township,Kansas House of Representatives,120,Republican,"Smith, Adam",123,50
WALLACE,Harrison Township,State Treasurer,,Democratic,"Francisco, Marci",0,000010
WALLACE,Harrison Township,State Treasurer,,Republican,"LaTurner, Jake",28,000010
WALLACE,Sharon Springs Precinct 1,State Treasurer,,Democratic,"Francisco, Marci",9,000020
WALLACE,Sharon Springs Precinct 1,State Treasurer,,Republican,"LaTurner, Jake",138,000020
WALLACE,Sharon Springs Precinct 2,State Treasurer,,Democratic,"Francisco, Marci",18,000030
WALLACE,Sharon Springs Precinct 2,State Treasurer,,Republican,"LaTurner, Jake",250,000030
WALLACE,Wallace Township,State Treasurer,,Democratic,"Francisco, Marci",1,000040
WALLACE,Wallace Township,State Treasurer,,Republican,"LaTurner, Jake",66,000040
WALLACE,Weskan Township,State Treasurer,,Democratic,"Francisco, Marci",9,000050
WALLACE,Weskan Township,State Treasurer,,Republican,"LaTurner, Jake",127,000050
WALLACE,Harrison Township,United States House of Representatives,1,Democratic,"LaPolice, Alan",0,000010
WALLACE,Harrison Township,United States House of Representatives,1,Republican,"Marshall, Roger",27,000010
